Review_Text,Sentiment
"One of the best place near by OMR road and great environment. Excellent room services, food taste was too good, rooms are very well-furnished and are in excellent condition. We have a wonderful parking area too. As the hotel is located in Ascendas IT Park, it is much suitable for corporate guys.",3
"One of the best places nearby OMR road, and great environment. Good place and room services, food taste was good, rooms are in excellent condition, and we have a wonderful parking area near the entrance, on time delivery of foods and services makes me to feel great to stay there for more hours.",3
"Cold reception. Unfriendly and unreliable staff. Worst restaurant and in-room dining experience. Very poor food quality. Desolate location. A very 'plastic' feel to the entire features of common areas, rooms and restaurant. Will never recommend this place to anyone I know.",1
"Asiana Place is an hotel setup built into a multistory commercial building , you would feel that in the design of the hotel and placement of its room in both interiors and exteriors, Nothing great about the typical .. a typical business travelers hotel where all you would be looking for a breakfast , gym , dinner and good night sleep. Its place inside a commercial complex so would not make sense for a family stay .. thanks",2
"We liked the room, the cleanliness, extra bed for third person, size of the bed, restaurant on the 1st floor, staff, location, price/rate. I'll choose or recommend to my friends for sure.",3
"It was a pleasant stay, only one challenge is Wi-Fi is horrible. Cleanliness and services are good. There is no landmark to reach this hotel.",3
Nice business hotel and very reasonable. Centrally located on a quiet street.,3
Nice air conditioning..good bathroom and a accessible location makes it a nice peaceful stay,3
Facilities & Room services are Below Average. Man power are very less. Room service are Soo much of time consuming. Network issues. WiFi not working properly,3
"Very feasible location for stay near German consulate Chennai, quiet comfortable with the room. Don't find any good food restaurants nearby for food. Value for money booked via MMT. Breakfast included is okay, not too good.",3
"The area where the hotel is located is best one, it is the exact place where Google show you unlike misleading to other locations. I arrived at night, the staff were good but the room where like smelly and not clean. The wardrobe was full of matchbox and the room smelled like cigarette. The reconditioning system didn't work as I thought. Overall experience was average.",2
"Very good location in are R A Puram, Chennai. Deluxe room was clean and spacious. Complimentary breakfast was okay, lunch was good. Service from the hotel staff was average, receptionists should be more responsive to guests. Overall, good hotel at a decent price.",3
Nice staff. But the rooms were not cleaned daily. The TV did not work properly. The common areas were not clean. This hotel covered the basics. It is good value for the money.,2
"I have been staying here for quite some time having made four visits in the last 2 months. The facilities are absolutely great considering the price. All in all, a very satisfying experience and would strongly recommend the same to freinds",3
"The hotel room is clean, tidy. This place is centrally located. This place has good service and would suggest to one and all for a stay out here. Good, clean and cozy",3
Best place to stay at a very decent price.. Room was very clean and had all the needed facilities. But some renovation work was happening which made our stay a bit unpleasant. Have to force them to stop it.,3
"The hotel was decent, in a very good location. The day we arrived there was loud drilling noise as there was some renovation happening. We were not aware of this. We complained and then an hour later, action was taken. Not spectacular, but definitely an option worth considering for a short stay (especially if available on offer).",3
I don't refer anybody No cleaning no food reception girls very worst behaviour,3
"Overall experience is good. Nice rooms. Some disturbances due to work in progress but it's temporary. Peaceful Residential area. Value for money. Nice connectivity of roads. Refill in room is not regular,,, like water, tea/coffee, etc. If you ask they will do it. Overall experience is very good nice breakfast too. You should try this. Very good experiance.",3
"A good hotel, provides value for the money paid. The rooms were clean and nice. Simple and nice breakfast. The only problem I had was in the bathroom. The wash basin was leaking and water was flowing in the floor while using the basin.",2
The receptionist was badly drugged. Another man was lying on the sofa with his hand in his pants. The property is dingy. One if the worst mistake of my life to book with Treebo. Request everyone not to stay with any treebo property.,3
"Newly done rooms, clean wall and floors. Bed sheets were not changed after previous guest checked out. They could have cleaned it at least. Bathroom also was not cleaned properly. Breakfast was good. I will go again as it is close to office, and value for.the money paid.",2
"Very clean, very well maintained, service and hospitality were good. The complimentary breakfast included was also very good to meet requirements of all kinds. It is also located at prime area, convenient to travel around and it was a pleasant stay.",3
"Comfort and cozy room. However, did not like the AC setup with the air blowing at just one direction of bed. Guess it's a design flaw. Size of room is good for one person.",3
Room was good but staff are ok ok. Service was poor. They did not even provide water.,1
"Stayed here during my 2day official trip in Chennai. Rooms are a bit small but, extremely neat and clean having all the basic amenities. Located at a prime location with key places like Adyar and Santhome nearby. Breakfast is good with sufficient options though mostly South Indian. Best part is its basement pub, which attracts a lot of local crowd and plays some good music for one to chill out. Overall a nice place to stay at a decent price",3
"It was totally a good experience to stay in your hotel. And memorable moments also there. All the services are somewhat better and nice. There is also available facilities like TV, AC. So totally it was a good nice and marvellous amazing and awesome. So the things are going to be like that only. Hence it was a better experience to narrate that.",2
"The hotel is very nice, grand and service impeccable. My room was up on one of the higher floors, but unfortunately the view was not that great (facing courtyard and opposite side of the building). The room itself was clean, nicely furnished and comfortable. Loved to have such a place to stay!",3
It's amazing and I got so many benefits from this. They handle us very smooth. And the hotel appearance is very good and the members are like good participants. Their method of serving is very different from all of the Indian hotels. I think they are give complete approach to us.,3
Very comfortable stay. Staff vert helpful and food superb,3
"Visited Chennai for one night and had a great experience at My Fortune. Great customer service, good food and luxurious living accommodation. Overall, amazing experience!",3
A great experience from check in to check out. Very good food and wonderful service.,3
"Hotel is good. But they do not have free airport pickup and charge very high amount for airport pickup / drop.
Wi-fi charge is abnormally high.
They do not accept payment by e-wallet. Only by cash or credit card.Due to this, making payment was somewhat inconvenient.",3
It was amazing & smooth,3
Excellent for value of money. Staff of the hotel was prompt on their service either I order in mid night then also they provided the thing I don't like in the hotel was I asked the ice bucket in night and the reply was that we have no ice.,3
Except free WiFi the hotel hosts nice rooms tidy and cozy. The staff is very polite. Breakfast was delicious with good variety and prompt service. Stay was pleasant and will highly recommend it for a personal or family stay.,3
"Very close to where I needed to be, so it's the best location for me. Service at breakfast was outstanding. Room service isn't super prompt. In general, the staff are exceptional. The key card has challenges working - maybe gets demagnetised easily. Did not get a chance to use any of the facilities at the hotel this time.",3
Stayed in the hotel for 2 days... It is a decent property with very humble and courteous staff. Food was nice.. The room was nice and clean with all modern amenities. The location of the Hotel is very nice and easily approachable.,3
"It is an old hotel but has been sufficiently renovated. It is very well-located and has service is outstanding. The staff is very well trained. The buffet breakfast is quite elaborate and very good. Of one has time, it is good to enjoy it leisurely before starting for the day. Did not try the other restaurants but am sure the service should be good.",3
The hotel which is the ertswhile Chola Sheraton is centrally located and worked well for me. What I like is the fact that the rooms are large (specially the Executive Club room). The hotel could improve its service though!!!,3
Rooms are very clean and very spacious. The building is old but maintained well. Overall it was a nice experience. Manager was very courteous. Food was good. Facilities provided to the accompanying drivers was not satisfactory.,3
Little improvement on Food and food house,3
. Didi right,3
"Over all excellent and pricing too. It's in the Heart of the city. Well connectivity to all leading areas, malls, theatres, Hospital, and everything. Surrounded by Posh residential colonies like Poes Gardens. Marina Beach is just a walkable distance from the hotel.",3
"Lovely place, lovely staff... Lovely stay. The food was good, expensive though. The staff were very friendly and helpful. The room was extremely comfortable and clean. Service for towels, cleaning etc extremely efficient.",3
Conversation was not that much,3
.................................................................................................................................................................................................................................................................................................,3
"My stay at the hotel was good as far as location is concerned. What I feel was that there should be reorganization needed at the reception area. There should be good ample seating facility available for the just arrived customers. Pool side, though small area, may be opened for customer which wasn't at my stay. It must not be kept for show piece rather it should be allowed for users i.e guests. Beside this, the service and food were very good.",3
I know this hotel 33 years when I landed in Chennai in 1982. Formerly known as Chola Sheraton. Repeated stay. Quick check-in process and awarded upgraded room. Excellent service. Room was very comfortable and had pleasant stay. Good breakfast spread and tasty. Value you for money.,3
"It was great, the stay was perfect. Perfect rooms but they charge you for wifi. Even the variety of breakfast was something you would end up talking about all day long",3
Excellent stay! Staff were great and meals were fantastic,3
"We had visited chennai for a social get together. Stayed at My fortune cathedral Rd
The room was spacious and clean. It was a pleasant stay and the staff were very helpful.",3
"The hotel and staff were excellent, they tried to accomodate our every need. The bathroom however, needed to be cleaned properly.",3
"It was a pleasant stay, staff was friendly, food was excellent , facilities were in line with my expectations but no free internet! restaurant is good and the foods are very good.

below expectation - pillow cases do not smell fresh, shower need to function properly .

Location is OK but traffic & transportation are very bad.",2
"Staff, food, room everything excellant enjoyed the area",3
"Very convenient location, in middle of city and easy approach to every office",3
"GREAT STAY , EVERYTHING WAS UP TO MARK WOULD LIKE TO RECOMMEND TO EVERYBODY",3
"good food, somewhere to crash and good customer service",3
"The staff was really helpful. Unfortunately, we were in the middle of a big storm -- so the phones lines were down. But otherwise, the staff was incredibly helpful and the stay was very comfortable.",3
"This is a pure business hotel for those visiting any of the companies located nearby. Good rooms, good gym facilities including a nice pool, excellent roomservice food which is important since there is __nothing__ in the neighbourhood.",3
"Hotel is rather new so everything was in tip top condition. What is outstanding though is the service. Hotel staff (be in at the front desk or at the restaurants) are attentive and observant down to the details. Even though I had checked out in the morning, I was offered a room to shower and freshen up when I returned in the evening to collect my luggages, so that I could take my flight back in comfort. Excellent thoughtfulness!",3
Excellent location near airport with great service. Room was good with all facility. Great value for money. Food was good. Far from main attraction of city but very wall connected. Taxi is easily available.,3
Good number of options at breakfast but they didn't change much on day 2. Excellent place to stay. Very courteous staff. Well-maintained. Proximity to the airport is a major plus. Airport shuttle was a big bonus.,3
Good facilities and very courteous staff. Service was also excellent and you are made very comfortable. Excellent location close to the airport and easily accessible. Only problem faced was that the fridge was not keeping things cool and it was the same case in the main kitchen also.,3
"Well-located and it's surely value for money. Staff very courteous. Quite clean and tidy rooms. Will recommend. Service was quite excellent. Also, the restaurants quite good. Will come back for stay next trip.",3
Had a great experience regarding the hotel. Though I stayed for a day but it was worth it. The trident team was very helpful. They solved each and every problem of ours. Will surely recommend my friends.,3
"Very Good Hotel, From the place Airport pick up to till the time dropping everything thing is Super and the Employees are very generous and curtesy towards the Guests. Breakfast is excellent, location of Hotel is marvellous and the House keeping and the Service is Great.",3
I was reach there 15-04-16 and stay for 4 nights. The location was good and people of there are so helpful the hotel is nice. Room service is excellent. Food was too good. I love the food. Best part is the of trip is hole trip is best. Room was very clean. You have must stay here when you come on holidays.,3
"Room was really great. Food is fantastic. Room was in perfect condition at the time of check-in. Airport pickup was very smooth, friendly chauffeur. While I was been dropped back in Airport chauffeur asked me whether I have taken my mobile flight tickets if I have left in the car by mistake. Stay is very pleasant and looking forward to come back again on my next trip.",3
Very good and friendly staff who take good care of you. Excellent service wish there was atleast one restaurant to add to the choice. Although cannot complain on the food at all which too was very good.,3
"Excellent hotel service. The staff always greet with smile ever ready to attend you, no matter the time of the day. The stay was Very comfortable & relaxing. The location of the hotel is also good, near to Chennai airport. I booked this hotel through makemytrip with reasonable price. Highly recommend this hotel",3
Nice and comfortable. Hotel was cleaned and feel relaxed. Service was marblouse. It is safe and peace of mind. It is located in city and Near to Airport. Morning breakfast was very good enjoyed food. Full value for money.,3
I got a warm welcome at the reception though I reached very late night/ early morning. The stay was very pleasant and the staff provided all support and made my stay very comfortable. Will prefer to stay again during my next Chennai visit,3
Clean Green Spacious with staff full of empathy. What more can one ask for. Awesome stay. Keep up the good hospitality guys. Didn't hear a single No to any of my requests through my stay. Oberoi Group rocks.,3
Great hotel with excellent facilities. Awesome hospitality. Breakfast spread was great. The shower pressure was too good and it felt like taking bath in a waterfall. Will surely come back and stay.,3
I had visited this hotel with my family for holiday trip. The location of the hotel was good. There was no activity arranged by the hotel.,3
The hotel was at the apt location and very convenient. The Check-in and check-out process was smooth and easy. Their service was prompt and food was excellent. Room were nice and big with all needed facilities. It's a great hotel and prices are also within budget. Well maintained.,3
"I think Hotel needs facelift because when you enter the room One sense like creepy oldies smell, I think better this hotel needs facelift, and in service part they should focus on listening to customers, the best I can wish them a best of luck for future.",2
"Excellent stay in Chennai Abu sarovar portiko. Service very good, breakfast excellent, No of variety Indian, western. Free WiFi, hot and cold water every time, allowed for one or two hours late check out.",3
Complementary breakfast is not tasty. Only masala dosa was tasty and rest food served is average. Room size is small as compared to pics shown. Service is very good. Odour of hand wash was yukkk. TV size is very small given in room.,3
No room amenities.. Poor cleanliness and construction going on... Got amenities only after a strong complaint.. Price is high and amenities very poor compared to other hotels of similar category... Not recommended.,2
Very good infrastructure!! Atmosphere good!! Friendly employees Good delivery on time!! Best part is its in the heart of city with many amenities available... Location is good... Hospitalised surrounding with doctored on call!!,3
"It is a good business hotel with well-furnished rooms for business travellers. Has free Wi-Fi facility in every rooms also. Food is also good. Overall, ambience is also good for business travellers. It is also centrally located for business purpose in the business hub.",3
Service in front office should improve lot.. Value for money.. Some construction work Is going on hence felt uneasy otherwise OK.. Food is OK cleanliness is OK location is a good one.. But front office need immediate attention.,3
"Stayed for 3days in this hotel it is excellent, and very neat. Staff is helpful. Everything is available near to this hotel. Hotel is maintained clean, enjoyed the stay. I preferred this hotel next time my visit to Chennai.",3
"Washroom is not well maintained, only one towel between two people and the condition of towel was so bad... Hand wash smell was very bad.. Room service is very late not am not so happy with the hotel service.",2
Toilet soap is not provided in this hotel. It is dimly lighted place. Very poor room service. I wanted to stay in a 5 star hotel. It looks I did mistake. I had ordered peanut masala and it was stale.,3
Maintenance of shower etc not up to the mark. Room with broken hand shower given without rectifying the same. (Room No 327 on 16/07/2016) which was discovered in the morning. Otherwise ok. Well maintained restaurant though service is slow. Needs to improve.,3
Hotel is totally renovated. Value for money. Rooms are spacious. They accept early check inn subject to availability. Check in and check out very efficient. Lot of savings when booked through makemytrip.,3
It was my 1st stay at hotel Abu Sarovar Portico in Chennai. And stay was memorable. Food quality was also awesome. We got great deal with makemytrip. I 100% recommend to all for pleasant stay to this hotel.,3
This Hotel is a nice property and has nice staff with full cooperation. Easily approachable to Marina Beach and malls. Swimming pool was not available. Food quality is OK which needs to be improved. Overall a good and comfortable stay.,3
The checkin to start with. The manager said he didn't have room reservation received from expedia and that he doesnt have any room available but there were plenty available.,1
very good hotel and wud like to come back to stay,3
excellent...,3
The worst hotel ever. The hotel rooms are worth only for 1000 bucks..the food was the worst part of all.. the morning breakfast...the most terrible thing I ever ate in my life. I will never book that hotel again. Not at all worth for money.,1
"Hotel is decently priced and is not far away from ammenities.

Quiet and hotel with a good energy.

Easy to get an auto. 


Rgds
V. Das",3
"It was good ,nice and clean",3
.Average neatness .Required towels etc were not readily available .,2
"The room were nice and clean on arrival, but the A/C was not cooling, TV was not working, WIFI was a struggle to get connected to. Once these problems were resovled, the stay was relatively pleasant.
Food choices are less. Need to expand more.
Also, parking space needs to be expanded. Highly unorganized parking cost me one whole evening plan as I had some other untracked guest's car parked in front of mine.",2
"Location is ok but hard to find, room was average but I think that you wouldn't expect anything better at this price.",2
"I stayed at this hotel for 2 nights from 25-27 Jan 2017. It was an awful experience. Rooms were dingy, no fresh air experience. Beds were not good, safe lockers not working, no coffee tea maker as advertised, no good bathroom accessories like shower gels, not even foot mats... Breakfast was so horrible that we skipped it the second day. Not at all a 3 * hotel.. Over all a really bad experience",1
Very good worth staying service good...............,3
Satisfied,3
The hotel is located in a quite & secluded lane in a nice neighborhood. Good value for money.,3
"Good hotel, booked it through Oyo rooms & had requested for an early check-in but the folks did not get that request and ended up paying extra, apart from that the hotel was quite good, decent rooms and very good locality. Quite perfect for folks coming to Chennai for their US visas as it's quite close to the processing centre & embassy(About 2kms). All in all a good stay and neat rooms with decent food options nearby!",3
I was on a business trip to Chennai and was for the first time visit I found my stay very comfortable and overall experience was awesome! Staff was timely handling the service and housekeeping was good. Meal was awesome and it was hot and tasty!! I recommend to make your stay best and comfortable. Also the pool was big enough. If you are not caring for cost you get the best services.,3
"I stayed in this hotel, it is very good hotel. Location is so nice and beautiful. Food quality is so nice and tasty. I never miss my home because it give me food like my home. We all are very happy to live in this hotel and fully enjoyed. I always want to live here.",3
We stayed here with family in December during my sister's wedding and was very happy with everything. Room is spacious and good. Staff are courteous with smiling faces. Room service and housekeeping both are so quick with in no time they are attending with ordered items. Necessary toiletries are provided. Very good homely food quantity and quality wise. Stupendous services. I am definitely going to come back to this place.,3
"When I visited Chennai I stayed in bluten hotel , chennai with my family. The destination was good.the food was tasty and drinks provided by the hotel was good.the room was fully air conditioned . the location of this hotel was good. The appearance of this hotel was average. The service provided by the hotel staff was good. The hotel staff was friendly. I have requested to my friends to visit this hotel if they visited chennai",3
"I stayed there for two days during January. The place was clean, quite and very attracting. Room was huge with comfortable bed and hygienic bathroom. Staff were communicative and well mannered. Service offered by the hotel was good and on time. Food was nice and tasty.",2
"Hotel stay was pleasant, good location Easy to travel across city.",3
"GOOD AND NEAT HOTEL IN TO CITY, GOOD FOOD, NEAT ROOM GOOD SERVICE LOVELY PLACE TO STAY",3
"Good hotel. Went with my family. Room was very good with good view, was very neat and clean. The bathroom and Air Conditioning needs attention. Food was very good both in room service which was quick and also in restaurant.",3
"Our room was located directly above the outside restaurant which played loud music late into the night keeping us awake. The music was so loud that our room was shaking. Everything else was fine but the reason you get a hotel is to rest, and the excessively loud music made it impossible to sleep.",2
Bathroom was sticking drainage smell asked for spegetii with olive which was not served after complain got it exchanged but not upto the mark n upon check in surprise was spoiled as reception said cnt allow localites Ms Anita never reverted back on my questions one day before check in I asked her thanks to manger of Fo who atleat allowed us to stay m not localite but ramada is knwn peoperty in India should not create such a kind of regulations,1
"Staff is slow but polite and cooperative. Evening dinner not good choices. Nearby restaurants not easily reachable. Talke local teansportation after one block, when they see you walking out of Hotel your charges will double. Do bargain for local transportation, give them 60-75% of what they ask. Over all good experiance. I do recommend hotel if you dont spend too much time in room.",3
"Overall, great experience
Staff were always friendly and helpful
The hotel was located near to most places and not too far to International Airport
Restaurants were great.Breakfast was fantastic.",3
Good hotel,3
Reception area is relatively huge and impressive but the bathroom faucets were loose and hanging. Every time we have to fix it after use.,3
"A well located hotel, with decent sized rooms (bit dated decor) and good sized bathrooms and reasonable amenities.

The dinner buffet is well priced and food decent quality.

What sets this hotel out from the pack is the staff. Friendly, well trained and helpful.",3
"Pleasant stay, great breakfast too.",3
"Excellent stay. Friendly, courteous, professional staff. Outstanding breakfast! This will be my place of choice on my next trip to Chennai.",3
The room was comfortable & location of Hotel is excellent. However the service is pathetic and annoying...staff needs a lot of training of understsnding & helping guests.,2
Location so so . Traffic was bad. Second time stay in this hotel and food is always the same at breakfast table. Sad thing is no room slipper provided . I was given a room near the life which is noisy at night .,2
Great hotel at a perfect location. Comfortable stay for a day.. will stay again at this place .,3
The best of the best.... excellent service.... top notch... .,3
Hotel staff are terrible and their policies. Everything you need to pay over priced. May be the owner trying to recover his renovation cost fast from guests. Pls read carefully before booking/checking this hotel. They will empty your wallet.,1
Recently renovated and clean room. Spacious and comfortable beds. Fantastic bathrooms. Overall we had an amazing stay.,3
The hotel rooms are very clean and hygienic.The breakfast buffet is really good.,3
Stay was very comfortable. Staff were friendly and service was professional,3
"The location is very central and the property has been maintained well. I am returning after almost 10 yrs and glad to note this. I had to score a point less, as the breakfast wasn't the freshest best. The inroom service (dinner) was very tasty but rip-off expensive.",3
This is good hotel for business traveler. Hotel is clean. Location is good. Food is good and tasty. The only thing which I did not liked was service which could be exception. They were taking much more time to do any room service. Morning breakfast was awesome. They provide almost every modern facility you expect in a good hotel. Also I feel they should increase their manpower.,3
"I stayed for two days and was extremely happy with the location, service, food and ambience of the hotel. The location is very convenient for business as well as shopping. You will also find lot of eateries around the hotel.",3
Very good hotel in Chennai. I never ever seen this type hotel. I was welcomed by everyone with a great smile and I have enjoyed a lot with their hospitality extended during my stay in the hotel. I suggest every one to stay in this hotel at-least one day to get more and more excitement.,3
"Good room size, cleaning was good but need of room fresheners. Good bed quality. Need more water bottle as complementary. Food price was bit high. Need comb & saving kit, need Mobile charger in rooms in case someone missed to bring. Bath soap is to provided as there were only one soap available in room.",3
Its really value for money. Ambience is good. Food quality is good. Location is in central of Chennai and market area. Its very pleasant stay for us. Lifts are very speedy and superb. Its overall get hotel and value for money. They provided unlimited water bottles and WiFi spew is excellent.. Neat and very clean room as usual.,3
Its really value for money. Ambience is good. Food quality is good. Location is in central of Chennai and market area. Its very pleasant stay for us. Lifts are very speedy and superb. Its overall get hotel and value for money.,3
Hotel staff were very friendly during the entire stay.,3
GRT Grand has good location with excellent buffets. If you are lucky you would come across few south actors and actresses as there are frequent parties going on. Would love to stay again. Centrally located within the city.,3
"I was quite fascinated by the decor, proximity of the hotel to nearby markets and places to visit. The breakfast buffet was quite elaborate as well. Overall, it was an amazing stay in the heart of the city. Really enjoyed!!",3
It was an amazing place with very courteous staff. Would have appreciated with a hot water kettle with some tea bags and other accessories in the room. Otherwise the place is really good. I liked the French toast in the breakfast a lot. Go for it!,3
"Right from the word GO, great lives up to the highest standards of hospitality. At the cost, it is a steal. Rooms are spacious with good warm guest relation executives. The gymnasium, breakfast spread, the ambience is all worth the spend. Would love to come back and stay!",3
"We were very impressed with the hotel. The excellent food was only surpassed by great service! Very chic and modern. Will definitely come back. All the staff from the greeters to the wait staff were courteous, helpful and willing to put 110% effort.",3
The hotel was located outside of the city. I had visited this hotel for official purpose with my colleagues. The quality of the food was good. The activities were not conducted by the hotel. The construction was going on when I reach the hotel. The varieties of food were provided by the hotel. The overall experience of this hotel was good.,2
"A perfect experience! Clean rooms, professional and attentive staff, beautiful roof top pool area, nice buffet. Would rate this hotel at the top of the mid-range hotel and would most definitely stay there again.",3
Worth the money,3
"Very nice hotel in IT section of Chennai. The one disappointment was mosquitoes in the lobby seating area. I sat in the lobby area talking with an associate one evening and got bitten multiple times, which I didn't expect in a hotel of this quality.",3
"Though it was only an overnight stay -- overall I had a very good experience. The staff is courteous & attentive, and the rooms are nice, new, &comfortable. The breakfast also had a decent spread. Only small area of improvement that I noticed was the level of lighting in the hotel lobby -- it was fairly dark both during the evening as well as morning time. Hotel lobby lighting is usually much brighter!",3
"Excellent hotel, friendly stuff. Warmly recommended. Do not expect, though, that they would have a city map or organized guided tours.",3
amazing I loved it,3
Hotel is really great. Staff should be trained properly so that lesser inconvenience to guests. May be their processes should be fine tuned for convenience of guests,3
"Great helpful staff, good breakfast buffet, comfortable rooms, good view of OMR,",3
"Definitely value for money, breakfast is too good and room service and room facilities are awesome especially the pool which is located on the 10th floor of the building and during evening you can see the sunset and have a wonderful feeling, totally I had a great experience.",3
"I am basically travelling all over india and come to Chennai regularly, usually I stay in Lemon Tree and to be honest, Lemon Tree is not worth that money, so I tried this new hotel which is near my friend's flat, it is quite Clean, fruits are good quality, service is fast and nice. Hotel is full of modern, fashion and comfortable.",3
"Extremely well kept place with courteous staff, great rooms and good spread for breakfast. Arrived late in the night but was welcomed by the night staff and was checked in with no hassle. They also have a good spa and gym facility. The towels and sheets are clean and well kept.",3
We were told to check out maximum you 12 pm and the reason given was room is full booked. Their check in timing is 2 pm. We asked for a smoking rooms but was not provided. No liquor license. Good not great.,2
"Overall okay, good instructor in the gym. Front office staff was pleasant.(Anu). Very convenient location for work. Well maintained in terms of property. Scope of improvement in Night shift - Duty Manager.",3
The hotel I tried for the first time as it was a short stay. The place looks very cosy. The staff at reception were very friendly and very helpful. The hotel is very clean and the room was quite cosy and the service was excellent. I would recommend this hotel. Worth for the money you pay.,3
Overall not value for money... Considering the facilities offered. Breakfast and dinner buffet spread needs improvement.. No Bar is a drawback for people who want to enjoy some drinks... Can do better. Friendly staff. New construction on the OMR.. Fair distance from Airport.,3
"Pros: Prime location, Fantastic interiors, Friendly staff and quick service. Cons: Needs more facilities (only one restaurant was open, rooftop dine and bar was shut down). P. S : I wanted to check-out a little late. The management was kind enough to let me check out by 3. 30pm (regular check-out time is 12pm).",3
Very nice ambience and fantastic rooms.. 1 day WiFi is free and also the entrance of the hotel with a piano is mind blowing.. House keeping is good and the staff are very good and also good response for anything.. It's like my home in Chennai loved it.,3
"The short word to say this hotel is SS (Simply Superb). I think there are totally 9 floors in the hotel, we stayed at the 8th floor. The dedication of the staff makes me high to stay in this hotel. The variety of foods are so good.",3
I went to Chennai for business purposes and stayed there for 2 days. The Hotel is very close to the IT Hub and road side. The ambiance is fantastic and the staff were so friendly for any kind of assistance. Very delicious breakfast and you will get all traditional food. It was too amazing and I recommend.,3
I felt okay at the hotel. May be I had a bad day. AC water was leaking and room floor was having lot of water. It wasted my one hour in the morning and breakfast got delayed. Staff arranged bread omelette for me though.,3
Worst hotel I've ever stayed. Was frustrated with the hotel. Those people found hard to give some drinking water. And moreover the way the front office people did put me in a sick position. Please my advice is not to stay there.,2
"If you need to stay in the OMR area, I would recommend this hotel. Please keep in mind they haven't got their liquor permission yet but they have already advertised for it. The omelette in the breakfast is one of the best I have eaten! The hotel staff is very polite and willing to go the extra mile. They have teething problems as its a new hotel. I hope that they will iron out the little problems with the F&B.",3
First stayed at the newly opened Turyaa Chennai. Very welcoming. Excellent hotel with an awesome staff. Everyone here strives to give a great service. Breakfast buffet was delicious. Would stay here again. Hopefully the same standards are maintained.,3
Nice variety of options in the breakfast buffet. Good gym and pool. Clean and comfortable rooms.,3
My stay coincided with 2 unfortunate incidences: currency exchange problem with rupees and cyclone vardah. The hotel could have capitalized on the currency exchange problem to provide some currency exchange for guests. I would then have some rupees to tip service staff. But hotel did not stand out from other hotels on this front.,3
"It so happened that the day of our departure from Chennai cyclone erupted. The airport was closed, there was neither Internet nor telephone. The hotel staff was quite kind (and most importantly, competent enough that uncommon for India!) to help us with the status of our tickets, which allowed us to fly from congested airport after the disaster had finished.",3
"Very friendly staff, room was very spacious and nicely organized. Perhaps the best organized bathroom facilities that I seen in the last little while.",3
The staff went out of the way to serve us well and were attentive to our needs,3
This hotel is centrally located to the biggest mall in Chennai as well as a short drive to Chennai Internatioinal airport. The staff are all very polite and no request is too large (they even helped me dress in a Saree for a traditional day at our Chennai offices!),3
"Really lovely hotel with pleasant staff. 
Very cool and airy rooms
Great bar with big screen to watch the sports",3
The hotel overall is nice. The reception staff was not welcoming towards us. However all the other staff at the front and hotel overall were friendly.,3
My stay in Westin was a great experience. Staffs were very professional and neat. Food was great apart from too much oil in some indian dishes. Loved my massages. Maybe the spa could reduce the volume of the music as some Chinese music can be loud. Overall I really enjoyed my stay. Kudos to all the staffs who attended to my calls. Wonderful experience. Thanks for making my stay a memorable one.,3
"I am a very seasoned traveller. Bedrooms are getting tired and frayed. I stayed here for 3 days. I ate NOWHERE else and even then took great care selecting food from buffet avoiding uncooked. I still got sick. Could only be from the buffet in the ground floor restaurant, they had closed the Thai restaurant I have used previously. I won't be going back.",1
"Room was damp and had a strong humidity smell. The bed felt moist with dampness made the entire night very uncomfortable. It is important for hotels to have proper dehumidification process given Chennai's weather. On the positive note, the service at the restaurant was quite good.",2
"Budget hotel closer to Appasamy hospital. On busy road, you will hear sound till 10:00 pm after that it's quiet. Near by restaurants are there .",3
Was great! Staff friendly & helpful with good English. Also a lovely spa just upstairs,3
The property is hygenic. The facilities listed are well provided and taken care of. The management is very good in taking care of. M totally satisfied about the property,3
No hot water.wifi limited to lobby. Average cleanliness.,1
"Neat room with clean washroom. Really very good experience I never had anywhere. The hotel was very good for the money paid, Exactly what I need from a hotel. In the future I will recommend your apartment to other people. Thanks for this service to OYO. Please carry on this service.",3
"Very happy stay.
Simple and clean hotel.
Would recommend to friends at this price.",3
A decent budget hotel,2
"This is my second time through oyo and they doing great off course as they have lessened the hotel tariffs almost into half when compared to 2014. The hotel was compact, affordable, modern, courteous staff and calm and peaceful. I am trusting oyo once for all my business visits.",3
"Chennai is a beautiful place to visit, in such a busy city found this peaceful hotel with all comforts, nice beautiful rooms, well-furnished and even well-maintained by the house keeping staff, the hotel staff were also very humble. Nice and big TV with d2h connection, well-maintained wash rooms. There is nice restaurant near by where nice South Indian food is served. So overall had a great experience.",3
"Hotel was neat and clean. Staff were very courteous. Gym was the flip side, lacks very basic equipments. Breakfast buffet was good. Live kitchen was awesome. Located near IT expressway, so no commuting problem.",3
"Hotel is located at the Chennai sipcot entrance, hotel is very calm and located for easy access and very good response from the reception and also, the food provided is very good and if you are a looking for a hotel at sipcot then it's a good choice.",3
The hotel is extremely inflexible and policies don't exhibit the trend expected from multi national chain.. And the staff exhibit a behaviour of that of a one bound by a line showing little or no ingenuity while making decisions for customer requests.. Not impressed..,2
"Good service and good breakfast. Overall, a pleasant stay. Hotel staff were very friendly. Restaurant food was very good. Rooms were clean and tidy. Location is next to Sipcot so it is very convenient. Worth the money.",3
